Tweets,Likes,Retweets,Sentiment,User,Location
Evil Biden family corrupt lives reasons for Putin destroying Ukraine 🇺🇦 https://t.co/9HQfhjAO75,0,0,-1,Josephine,
"@cnni fake news, he was telling NATO to put more money in, and cutted a bit of Ukraine funds coz in spite of being heroic today they are corrupt as f*ck...Trump was protecting America First, making it great again.",0,0,1,Alvaro Perez,
"@RusEmbIndia Employees of this #embassy. You are serving a criminal regime that is causing #WarCrimes in #Ukraine. Lay down your duties, as blood is already on your hands. Keep that in mind while walking on our streets.",0,0,-1,Aurelius,
"#UkraineWar #UkraineRussiaWar 
#japan #japanese 
Dear residents of Ukraine and Russia. If you send us a DM or reply in English, we will translate your message into Japanese and spread it on Twitter.",1,0,0,白エデル,
"""War in Ukraine continues as Russia intensifies focus on Donbas""  https://t.co/cHcHY4gu9g",0,0,0,Hardik🇺🇲,
"It's the US &amp; NATO playbook, and they're playing it now in Ukraine. https://t.co/0GwFgOIGuu",0,0,0,Burton Coggles,
"@JoeBenoi @javix1978 @Steve_Sailer @RichardHanania 2 US sponsored coups in 20 years. Talk of joining Nato since 2008. US has done this with Georgia, Tried it with Kazakhstan a few months ago. Tried it with Belarus a couple of years ago. Russia can't tolerate a hostile puppet govt in Ukraine for obvious reasons.",0,0,-1,Henry McIver,1878
"Latin America’s mixed message about Russia’s war in Ukraine is deplorable, and it will hurt the region | Opinion  https://t.co/sxVpb7VAL3 https://t.co/WoKGCWTFOn",0,0,-1,World News Guru,
Blocking everyone with a Ukraine flag in their bio/name from now on,0,0,0,Autistic Incel🇨🇳🇰🇵🇷🇺☭,
"@BrownLemur2 @natsechobbyist I can not agree with you more Lemer.
Time to fight fire with FIRE.

What better example than Ukraine 🇺🇦?",0,0,1,Annoyed / 🇺🇦🇺🇸,USA
"U.N. sees evidence of mass graves and forced disappearances, detentions 
https://t.co/q24ybICuzm",0,0,-1,Tami Mars,"New Jersey, USA"
LIVE: Hunter Biden FUNDED Ukraine BIOLABS PATHOGEN RESEARCH With BURISMA TIES @jacksonhinklle #HunterBiden #HuntersLaptop #AzovBattalion #BiolabsinUkraine #BidensWar #Burisma #Ukraine #BidenCrimeFamilly https://t.co/cq4dDZuEPG via @YouTube,0,0,1,Kerberos Media Productions LLC,"Delaware, USA"
Ukraine War: Civilians abducted as Russia tries to assert control https://t.co/0MoXoto0ZB,0,0,-1,shurrka,
Give the planes to Ukrainian pilots. For God’s sake stop the carnage.  https://t.co/hyJlShNxQT,0,0,0,Luba Howard 🇺🇦,"Florida, USA"
"⚡Russian cruise missiles hit objects near Nikolaev. 
The military of the Armed Forces of Ukraine from the trench open fire https://t.co/mqvL7DiKCn",0,0,0,Alex🇷🇺,
Versagen im Ukrainekrieg: „Sehr viele haben die russische Armee überschätzt“ https://t.co/3mMgyaxMka #fplus,0,0,0,Radsport - Cron,"56338 Braubach, Deutschland"
Catch me here today! At the end of the night ❤️🙏🏼https://t.co/67RHqWXaVX,0,0,0,Bonnie Milligan,"New York, NY"
@Palmaprincess @VictoriaPrentis @YvetteCooperMP Where are ALL the labour MP's welcoming Ukraine refugees into there homes ??????  Including you Cooper!!!!,0,0,0,AFC,
Queen + Paul Rodgers: Live In Ukraine 2008. YouTube Special. Raising fun... https://t.co/gPVcIsmLpS via @YouTube,0,0,1,Happy Grandpa Paul,
Ukraine flag at an Friendly game fuck off ya attention seeker,1,0,-1,🇬🇧,Great Britain
"@CNN 
Dear CNN, please, do not work on Russia!  In your live broadcasts you show the scenes of rocket attacks, you help the enemy to adjust the fire.  Do you want our death? In Ukraine there is a criminal liability for such actions. #stoprussianaggression",0,0,-1,Kramarenko Mariia,
"Russian Army eliminated another Belarusian Nazi - Dmitry Apanosovich with the speaking nickname ""Terror"" from the bandit formation ""Kastus Kalinouskaga Battalion"".
#Ukraine #UkraineRussiaWar #Ukrainenazi #Russian #Putin https://t.co/DWExZLA9Vx",0,0,0,Nisau Daza,"London, England"
"Question asked... Are drones being used in #Ukraine ?

Live discussion on drones... 

https://t.co/iODHezA1SP",0,0,1,Carol Anne Grayson,England
@Wishfullthinki9 @BraisbyI Why? If it was paid to Mr Sunak's wife AND before Putin sent his forces into Ukraine it is NOT his income to disclose🙄,0,0,0,Anan,
"@TAB3777 @takyhashi @JoyAnnReid I disagree with your characterization.  I've worked under and hubs served under both parties. Had mad respect for both Bushes. And Crimea, like Ukraine, should have been led by Europe, not the US. Constantly deploying US troops is not the answer.",0,0,-1,TheyCallMeRedbone💗💚⁷,"New Orleans, LA"
The Destroyed Ukraine Bioagents: Dangerous or Benign? by @jeff_kaye https://t.co/uY3uO91MBy,0,0,-1,callmefree,
Do all the liberal fascists still support NATO expansion into Ukraine..?!?,0,0,0,SM #FTEU,UK
"US President Joe Biden has spoken with top Ukrainian government officials in Warsaw, and branded Russian President Vladimir Putin a ""butcher"" during a meeting with refugees who have fled the war in Ukraine to the Polish capital https://t.co/pVg5T2lV3f",2,1,1,RTÉ News,Ireland
@nachomdeo https://t.co/T8nHsjQ8P0,0,0,0,lumbreras,
@jmvasquez1974 @leatherman how about hooking up some of the guys helping Ukraine with boots on the ground with some multitools?,0,0,0,Billy Buchanan,"Kentucky, USA"
If Trump was still president Ukraine would have already won the war with Russia.,0,0,0,Steve Medley sr,
"@RonPaul @DavidBCollum If it doesn’t threaten US interests, why does Zelensky continue to ask for JOE BIDEN specifically? Do you know how many other leaders surround Ukraine? US interests reside there.",0,0,1,STAY ALERT,
"All clear! [26/03/2022]

18:44:28
Donetsk Oblast: Lyman
Доне́цька о́бласть: Лиман

Message was generated using municipal data
#Ukraine https://t.co/1NY9XBspYx",0,0,1,Ukraine Siren Alerts,Ukraine
".@coopuk stands in solidarity with the people of Ukraine and is supporting the @decappeal Ukraine Humanitarian Appeal. They're matching customer and member donations to the appeal up to £100k. 
You can donate in store, by text or online: https://t.co/Yf9odcP5Zs https://t.co/SdkKumYT1I",0,0,1,Sam Queen CoOp MP,
"@KadriSimson @Energy4Europe @EU_Commission Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia",0,0,1,Pavlo🇺🇦,Україна
@WSJ https://t.co/moAIFJ38US,0,0,0,T£€W#¥,"Victoria Island, Nigeria"
"“The juxtaposition of images of a war with celebrities and pet videos in a social media feed is disturbing,” writes Hayley Phelan. “It’s also desensitizing.” https://t.co/sEhCZJrq4z",0,0,-1,New York Times Opinion,"NYC, London, Paris, Hong Kong"
Stop all commodities and transportation traffic from/to the Russian Federation. Demonstrate your support by taking action! This measure will assist Russians in comprehending that everyone supports a peaceful and autonomous Ukraine! https://t.co/NHqfjwaz1h,0,0,1,m_fesiuk,
@maRkyBEASTT Da es keine ukraine flagge gibt wie wäre es mit navi stickern drauf und nem nametag🤔,0,0,0,Snoopy,"Nordrhein-Westfalen, Deutschland"
"@edokeefe @POTUS @sharethis #usa #eu @nato R the real #WarCriminals #barbaric #murders in #africa #iraq #libya #Afghanistan #Syria #yemen #nazi @EU_Commission #racist #Ukraine #soldiers use #nazi #symbols #farRight #west #kills #millions all over
the #world @HRW @amnesty @unicef #DoubleStandards",0,0,1,I AM H,London- East End
#ukraine https://t.co/NFRaDYY5CG,0,0,0,Redwoods,
@maneco1964 @MailOnline Hunter Biden is likely a pedophile. The fact he has anything to do with Ukraine raises questions.,0,0,0,Oli Ashman,"Farrington Gurney, England"
@RVAwonk we knew it wasn’t gonna end with Ukraine that’s why Ukraine is so important.,0,0,1,Dyed Blonde,In my momma's heart 
We implore you to refrain from contributing to the murders of innocent people in Ukraine. Every ruble that passes through Russian taxes results in tears and the deaths of Ukrainian children. Put a stop to it!,0,0,1,m_fesiuk,
"Ukraine war: Oligarch Eugene Shvidler's jets held indefinitely - BBC News https://t.co/L6HpjuSVD7 

#SanctionTheOligarchs #TakeTheirJets #RussiaOutOfUkraine #RemovePutin #StandWithUkraine #NoFlyZone #HelpUkraineNow  🇺🇦 #UkraineMustNotFall #NATOInUkraineNow #StopPutinNOW",0,0,0,Michael Vario,"Seyðisfjörður, IS"
"https://t.co/VxPGrAcTkA: Russian forces take Chernobyl workers' town, Biden calls Putin a 'butcher'.
https://t.co/nSKLRh550y

via @GoogleNews",0,0,0,Evans Mccleon Carton,"Benin-City, Nigeria"
"@EUvsDisinfo @selectedwisdom You should also add „Infrarot Medien“ in Germany, Source: https://t.co/u0CgN1QGGo",0,0,0,Olaf Boehnke,"Berlin, Germany"
"Chernihiv, Ukraine https://t.co/OyJKnhiDJ2",0,0,0,Brian F. Kelcey,"Winnipeg, Manitoba"
"@Marta_Logina @daidziigaa @kporzee @LaurisZalans 
Every day, people in Ukraine die as a result of Russia's war. Instruct your supporters to lobby your government to stop providing transportation services to Russians and to prevent trucks from crossing the border.",0,0,0,m_fesiuk,
"@Duanoar @Angelo4justice3 Obviously none of this is justification for an invasion, but it's also unhelpful to pretend the far in Ukraine aren't actually a very serious problem, and likely to be an even bigger problem after flooding Ukraine with weapons",0,0,-1,Sarah Spears,
"@POTUS Great, Pls get this war ended. and save Ukraine.",0,0,1,arbind kumar Mishra,"Begusarai, Bihar"
@Charline164 @rglucks1 Ils se foutent de l'#Ukraine,0,0,0,Maître Carlsberg,France
"Worin die #Würde/#Haltung (#Merz) deutscher Endverbraucher:innen gegenüber dem Überlebenskampf der #Ukraine und dem Vernichter der Zukunft von zig Millionen, #Putin, liegt: Bewußt #Einsparen! So oft es geht dran denken, immer wieder drüber reden! #Churchill-Momente selber machen!",0,0,0,Verena Ramona,
"@SamRamani2 @joncoopertweets They are going to punish Ukraine for making them look bad.
And as long as Putin still rules, Zelensky will be in danger.",0,0,-1,Scott L,California
Putin inspite of the insanity caused by ultimate power is realizing the only way he wins is to level the entire country which negates any justification for his invasion . I do not think he has the mental clarity to understand he does not have the resources to occupy Ukraine,0,0,1,charles moore,
@BadSant04927827 @C270856 @TTuna402 @BHATISATENDRA @HuXijin_GT Hero for who? If he wants peace for Ukraine he should have agreed to the no NATO terms now to end the 8 yr long war.,0,0,1,BadAaSssBSdebunker @ Countering Disinformation,Global Citizen
"Our reporter @TEClabon is in Trafalgar Square at the #LondonStandsWithUkraine event.

Thousands have gathered to stand in solidarity with those caught up in the conflict.

https://t.co/dazbUuiRx7 https://t.co/mMFobNAPcv",0,1,0,Greatest Hits Radio London News,London
@ravenjclaw Iya tapi ini di Ukraine. Skrng ini Indonesia yang diseret2,0,0,0,Txt dari Hubungan Internasional,Security Council
“Now Kyiv is like an iron fist in the face of the Russian aggression.” @NikaMelkozerova executive editor of The New Voice of Ukraine says she’s staying in Kyiv because she has “left a memory on almost every street.” #Velshi https://t.co/UOq9bcqDeE,2,1,1,Velshi on MSNBC,"New York, NY"
"@visegrad24 I don’t know whether to believe they’re that delusional or if they are all bluster. Seriously—with what army? They’ve expended what, 60% of their best, lost *7 generals* in a MONTH in Ukraine—they can’t handle a NATO *supported* population, they really think they can take NATO?!",0,0,1,thee circe🇺🇸🇺🇦,Da Swamp
"@CraigMurrayOrg And what is the name of the gentleman most responsible for the extermination of thousands of Lvov Poles and Jews, mostly women and children?

What is his status in democratic Ukraine now?",0,0,1,Luka Djordjevic,
"Ukraine, Lviv  destruction des dépôts de carburants et de repaires azov... https://t.co/K60qeZu4li",0,0,0,Claire Bobin,France Poitiers
"@ht_dght @jam_yuant @Arunachalite Well if ""they"" support whats being done to the people of Ukraine ""they"" have a serious problem.",0,0,-1,gerry weir,
"-

Russian embassy in Prague, Czech Republic

Slava Ukraine !!!

-

#Ukraine #Russia #UkraineRussiaWar #war #putin #NATO #NATOHELP #ukrainewar #ukraineunderattack #putinhitler #UkraineLive #Украина #Россия #world #slavaukraine https://t.co/iYFjAmfaYZ",0,0,0,Black Cowboy,
"@DmytroKuleba @AUCHAN_France @alcampo @leroymerlinfr @Decathlon By refusing to end business activities in Russia, Auchan Holding makes a conscious choice to further sponsor Russian atrocities in Ukraine and make blood profits. I call on all customers and partners around the globe to boycott!  
@AUCHAN_France @alcampo @Leroymerlinfr @Decathlon",0,0,1,виктория чехонадских,
"Ukraine war: Is Central Asia loosening ties with Russia?
After Uzbekistan’s unexpected pro-Ukraine statement, analysts say traditional regional dynamics could be shifting away from Putin.
https://t.co/iec2jBeSye via @AJEnglish",0,0,1,AmerLiberal 🇺🇦🇺🇸 🌊 #SupportUkraine #StopPutin,"Florida, USA"
"@KettleRunNews @KRHSInteract is $189 Away From Our $1,000 Goal for Our International Service Project to Raise Awareness/Funds for the Emergency in Ukraine. You Can Make A World of Difference through #ServiceAboveSelf by Donating  Directly to @ShelterBox 
https://t.co/Mg2ZW7FKEr https://t.co/Di0RwAr6KE",0,0,1,Kettle Run High School Interact Club,Fauquier County and The World
@CNN @smerconish Can we talk about the coup in Ukraine in 2014? People accusing Russia to destabilize Ukraine meanwhile the US is the one who caused the coup even after the leader was already agreeing with the political opposition. Ukraine is just a tool for the US to destabilize Russia.,0,0,0,Jonathan,"Nairobi, Kenya"
Don't let trucks cross the border. We urge you to stop contributing to the deaths of innocent people in Ukraine. Every ruble that ends up in Russian taxes turns into tears and death of Ukrainian children. Stop any movement of goods and vehicles in russia https://t.co/Vht5fPDwLm,0,0,1,Александр Устименко,
"@cnnbrk 
Dear CNN, please, do not work on Russia!  In your live broadcasts you show the scenes of rocket attacks, you help the enemy to adjust the fire.  Do you want our death? In Ukraine there is a criminal liability for such actions. #stoprussianaggression",0,0,-1,Kramarenko Mariia,
"@NatashaFatah @DmytroGurinMP Another powerful message to the world ...'I want everyone to understand you have to think about yourself  not us...#Ukraine is only the beginning...you have a choice when you join this WW3 that already started a month ago.."" 💔🙏🏻🤲🇺🇦",0,0,1,FaeryGirl,Victoria BC
